px,py,pz,qx,qy,qz,qw,max_pose_err,min_pose_err
0.8880782049,0.4777818747,0.3815837091,0.2873331165,-0.2565352891,0.92039204,-0.0671402891,0.015906977582891148,0.012947643372912859
px,py,pz,qx,qy,qz,qw,max_pose_err,min_pose_err
0.8880782049,0.4777818747,0.3815837091,0.2873331165,-0.2565352891,0.92039204,-0.0671402891,0.015906977582891148,0.012947643372912859
