-1.30466,-0.89589,1.1774,1.26887,2.49603,-1.55604,0.486629
0.0569395,-0.86301,-1.22809,1.26548,-2.4893,-1.55604,-0.347976
-1.2975,-0.910164,1.15476,1.27077,2.51544,-1.54871,0.477307
0.0508967,-0.877509,-1.20641,1.26717,-2.50885,-1.54871,-0.338729
-1.28965,-0.924633,1.13115,1.27282,2.53528,-1.54138,0.46762
0.0442273,-0.892233,-1.18383,1.269,-2.52885,-1.54138,-0.329118
-1.28103,-0.939305,1.10648,1.27501,2.55558,-1.53405,0.45754
0.0368635,-0.907193,-1.16026,1.27096,-2.54932,-1.53405,-0.319113
-1.27155,-0.954187,1.08063,1.27736,2.57636,-1.52672,0.447035
0.028726,-0.922403,-1.13558,1.27307,-2.57031,-1.52672,-0.308684
-1.26111,-0.969289,1.05347,1.27988,2.59766,-1.51939,0.436068
0.019722,-0.937875,-1.10968,1.27535,-2.59185,-1.51939,-0.297793
-1.24959,-0.984618,1.02483,1.28259,2.61954,-1.51206,0.424596
0.00974153,-0.953626,-1.0824,1.27781,-2.61401,-1.51206,-0.286397
-1.23684,-1.00018,0.994524,1.2855,2.64204,-1.50474,0.41257
-0.00134681,-0.969672,-1.05355,1.28047,-2.63682,-1.50474,-0.274444
-1.22271,-1.016,0.962331,1.28863,2.66522,-1.49741,0.399928
-0.0137017,-0.98603,-1.02294,1.28335,-2.66037,-1.49741,-0.261875
-0.0275171,-1.00272,-0.990277,1.28647,-2.68473,-1.49008,-0.248615
-1.20697,-1.03206,0.927972,1.29201,2.68916,-1.49008,0.386599
-0.0430339,-1.01977,-0.955253,1.28987,-2.71,-1.48275,-0.234576
-1.18937,-1.04839,0.891107,1.29565,2.71394,-1.48275,0.372493
-0.0605563,-1.0372,-0.917453,1.29357,-2.73629,-1.47542,-0.219643
-1.16959,-1.065,0.851308,1.29959,2.73966,-1.47542,0.357499
-0.0804766,-1.05504,-0.876345,1.29761,-2.76377,-1.46809,-0.203672
-1.14721,-1.08188,0.808027,1.30385,2.76648,-1.46809,0.341474
-1.12169,-1.09904,0.760539,1.30847,2.79457,-1.46076,0.324228
-0.103314,-1.07332,-0.831227,1.30205,-2.79262,-1.46076,-0.186472
-1.09228,-1.11648,0.707855,1.31348,2.82418,-1.45343,0.305501
-0.129781,-1.09208,-0.781132,1.30692,-2.82312,-1.45343,-0.167779
-1.05794,-1.13419,0.648559,1.31891,2.8557,-1.4461,0.284918
-0.160897,-1.11138,-0.724673,1.31231,-2.85568,-1.4461,-0.147215
-1.01707,-1.15216,0.580493,1.32482,2.88972,-1.43877,0.2619
-0.198216,-1.13127,-0.65972,1.31828,-2.89091,-1.43877,-0.124197
-0.967026,-1.17033,0.500035,1.33123,2.92726,-1.43144,0.23546
-0.244337,-1.15185,-0.582687,1.32497,-2.92987,-1.43144,-0.0977316
-0.902708,-1.18859,0.400093,1.33815,2.97046,-1.42411,0.203626
-0.304319,-1.17326,-0.486518,1.33251,-2.97476,-1.42411,-0.06584
-0.810674,-1.20662,0.261716,1.34551,3.02541,-1.41678,0.161009
-0.391548,-1.19587,-0.352305,1.3412,-3.03168,-1.41678,-0.023123
-0.824972,-1.20437,0.288723,1.29156,-0.125629,1.471,-2.9752
-0.913302,-1.18593,0.424594,1.28454,-0.179867,1.47833,-2.93437
-0.976101,-1.16731,0.524668,1.27802,-0.223349,1.48566,-2.90331
-0.235993,-1.14841,-0.606546,1.27168,0.220979,1.48566,3.04105
-1.02526,-1.1488,0.605919,1.27206,-0.261433,1.49299,-2.87733
-0.190724,-1.12753,-0.684493,1.26548,0.260536,1.49299,3.01504
-1.06553,-1.1305,0.675012,1.26662,-0.296095,1.50032,-2.85463
-0.153987,-1.10733,-0.750573,1.26002,0.296452,1.50032,2.99233
-0.123314,-1.08771,-0.808229,1.25517,0.329737,1.50765,2.97199
-1.09941,-1.11245,0.735421,1.26169,-0.32831,1.50765,-2.83427
-0.0972096,-1.06864,-0.859533,1.25086,0.360983,1.51498,2.95347
-1.12844,-1.09469,0.789244,1.2572,-0.358641,1.51498,-2.81572
-0.0746849,-1.05005,-0.905846,1.247,0.390574,1.52231,2.93641
-1.15364,-1.07721,0.837867,1.25314,-0.387447,1.52231,-2.79862
-0.0550455,-1.03191,-0.948119,1.24355,0.418776,1.52964,2.92055
-1.17573,-1.06002,0.882263,1.24944,-0.414976,1.52964,-2.7827
-1.19524,-1.04312,0.923149,1.24608,-0.441407,1.53697,-2.76781
-0.0377818,-1.01418,-0.98705,1.24046,0.445785,1.53697,2.90571
-1.21259,-1.0265,0.961071,1.24304,-0.466875,1.54429,-2.75378
-0.0225078,-0.996847,-1.02317,1.23769,0.471751,1.54429,2.89175
-1.22809,-1.01014,0.996453,1.24027,-0.491488,1.55162,-2.74052
-0.0089235,-0.979876,-1.05688,1.23519,0.496791,1.55162,2.87856
-1.24199,-0.994053,1.02964,1.23775,-0.515329,1.55895,-2.72794
0.00320926,-0.963247,-1.08851,1.23295,0.521001,1.55895,2.86605
-1.25451,-0.978216,1.06089,1.23547,-0.538472,1.56628,-2.71597
0.0140827,-0.94694,-1.11834,1.23094,0.544461,1.56628,2.85415
-1.26582,-0.962626,1.09046,1.2334,-0.560975,1.57361,-2.70454
0.0238543,-0.930935,-1.14656,1.22914,0.567235,1.57361,2.8428
-1.27605,-0.947271,1.11851,1.23153,-0.582888,1.58094,-2.69361
0.0326544,-0.915218,-1.17337,1.22752,0.589383,1.58094,2.83195
-1.28532,-0.932144,1.14522,1.22983,-0.604258,1.58827,-2.68315
0.0405924,-0.899771,-1.19892,1.22608,0.610951,1.58827,2.82156
-1.29374,-0.917236,1.17072,1.2283,-0.62512,1.5956,-2.6731
0.0477608,-0.884583,-1.22334,1.22479,0.631984,1.5956,2.81159
-1.3014,-0.902538,1.19513,1.22692,-0.645511,1.60293,-2.66344
0.0542383,-0.869639,-1.24673,1.22364,0.652519,1.60293,2.80201
-1.30836,-0.888044,1.21855,1.22568,-0.665461,1.61026,-2.65415
0.0600927,-0.854929,-1.26919,1.22263,0.67259,1.61026,2.79279
-1.31469,-0.873744,1.24107,1.22457,-0.684996,1.61759,-2.64519
0.0653824,-0.840441,-1.29081,1.22174,0.692226,1.61759,2.78391
-1.32045,-0.859633,1.26276,1.22358,-0.704142,1.62492,-2.63656
0.0701583,-0.826164,-1.31166,1.22095,0.711456,1.62492,2.77534
-1.32569,-0.845703,1.28369,1.22269,-0.722921,1.63225,-2.62822
0.0744648,-0.812091,-1.33181,1.22028,0.730302,1.63225,2.76707
-1.33045,-0.831948,1.30393,1.22192,-0.741353,1.63958,-2.62016
0.0783412,-0.798211,-1.3513,1.2197,0.748789,1.63958,2.75909
-1.33477,-0.81836,1.32353,1.22124,-0.759457,1.64691,-2.61236
0.0818219,-0.784518,-1.3702,1.2192,0.766934,1.64691,2.75136
-1.33869,-0.804936,1.34254,1.22065,-0.777251,1.65424,-2.60482
